text,label
"qiziqarli bo'lishi mumkin bu o'yin bilan mening bitta masala - bu o'yinchilarning o'yinlari bilan bog'liq muammolar. sizga nisbatan ancha yuqori darajada bo'lgan futbolchilarga doimo mos kelasiz. bu juda tez qadimgi bo'ladi.
",0
"boshqa modlarni ishlata olmayapman endi men ishlaydigan boshqa modlarni ishlata olmayman, lekin hozir ham emas. buni tuzing va siz 5 yulduzni olasiz
",0
"e'tibor bering, agar uni ochishga harakat qilsam, internetim mukammal ko'rsatgan voqea-hodisani yuklash juda uzoq vaqt talab etadi .. samsung s5-dan foydalanib, samsung-dan foydalaning ... iltimos,
",0
"dahshatli bu dahshatli edi. albatta, axlat va sizning quyosh tanlaganingizning boshqa tomoni zaxirada emas va u 8-chi sonda chop etilmaydi. men buni amalga oshirishim mumkin. men uni yaxshi ko'raman
",0
"yaxshi va ishlaydi
",1
"cool lekin kichkina kichkina qizning oq narsa ekanligi aniq va u katta birodarni topa olmayapman
",1
"pul pullari pulingiz ps4 o'yinini sotib olishda sizning betarafligingiz. men o'nta o'nlab marta o'yinni qaytadan tikladim va uni yo'qotib qo'ydim. yaxshi xushnudlar olish yoki rinoni kuchaytirish imkoniyati hech narsa emas. juda yaxshi o'yin. agar u to'lov qila olmasa, u hech narsa olmaydi.
",0
"O'zbekiston uchun mukammal ilova, bu dunyoda ko'plab kunlik yangiliklar mavjud. takomillashtirish yaxshi bo'lishi mumkin ...",1
"chiroyli o'yin yaxshi odamlar ba'zi bolalar uni nima uchun juda yoqimli o'yinlari yoqtirmaydi
",1
"men uni yaxshi ko'raman, mening birinchi bolamni bu odamga yanada yaxshiroq qilishim kerak
",1
Dasturga iwonamiz xoz yuklab oliy ) ;),1
Yaxshi...,1
omad,1
"bugungi kunga qadar eng yaxshi o'yinim men hozirda mening o'yinchamda bu o'yinda beshta yulduzcha kichik xatolar berib o'ynagan eng yaxshi poyga o'yini bu erda va u yerda, lekin hali ham yaxshi o'yin, u bu o'yinni yaxshi ish qilgan besh yulduzli yulduzlarga munosib ...
",1
"katta ob-havo ilovasi qanchadan-qancha chiroyli va qisqa muddatli ob-havo
",1
"o'yin juda yaxshi, lekin keyingi kun o'yinni o'ynash uchun kirishga ruxsat bermaydi. o'yinchoq portlashi tugagach, men hisobotni yuborganimdan keyin o'ynashimga imkon beradi, lekin keyingi safar qayta o'ynata olmayman
",0
"juda ko'p reklamalar har safar men qotirmoqchi bo'lganimda, u erda hech qanday hayvon yo'q edi.
",0
Keyingi qismi qachon chiqadi?,1
"yong'inda odam sam 1010 yaxshi o'yinni o'ylab topdim
",1
"o'yin - bu hazil emas. sizning qaysi raqamlaringiz bo'lmasin, o'ta yuqori darajaga tushadi. nima uchun ular bu o'yinni ahmoqona va o'ynay olmaydigan qiladi. pulingizni yo'qotmang.
",0
"men juda yaxshi o'yinni yaxshi ko'raman. o'yindagi kulgili odam kabi kulgili edi
",1
Silar bilan qanday bog'lansa bo'ladi,1
"sud doktor. studio'ning oxirgi tayyorlari ...
",1
"vaqtinchalik avtoulovlar sizga qanday qilib oylik qilish kerakligini aytmaydi va bu sizning ritmingiz
",0
"men uning ajoyibligini yaxshi ko'raman
",1
"u juda yaxshi, men uni qizim uchun yuklab qo'ygan edim va endi uyquga ketayotib u menga bir necha hikoyalar aytmoqda
",1
Gap yo,1
"katta o'yin juda kulgili. men biladigan yoki bilmagan odam bilan o'ynashim mumkin. men hech qachon zerikmasdan, musobaqalarni yaxshi ko'raman.
",1
"u juda yomon
",0
"spider solter men har doim aql o'yinini o'ynashni yaxshi ko'raman. men buni yaxshi ko'raman, mening sevimli.
",1
Nimaga rasvo ekan??? To'g'risi manga yoqdi. Xech qanday salbiy tomonini ko'rmadim. Dasturga gap yo'q!!! Mualliflarga raxmatlar!,1
"yaxshi o'yin men uni juda yaxshi ko'raman, men har doim faqat o'yinchini yaxshi ko'rishim uchun o'ynashni xohlayman, shu o'yinning o'ziga qaramligini qo'shaman .. xudoyi barhayot ... ga sab jhoot xi .. dont yuklab qo'ying. bu faqat soxta .va vaqtni va pulni ham buzmang
",1
"yaxshi ko'rinadi, lekin ... galaxy ilovasida yangilanib turolmaydi 3
",0
"Ko'p vaqtni oladi,ishlatishga arzimaydi.",0
"lovin, men bu o'yinlarga bir oz sarf qilmayman. ularning yangiliklari ajoyib va ​​qiyinchiliklar qiziqarli
",1
"men sizni yaxshi ko'raman, siz 15 xil hayvonning mashinasini olib, har birida boshqa muammo bor
",1
"men yaxshi liboslar kollektsini yaxshi ko'raman oh oh goshh juda yaxshi o'yin bu haqda shikoyat qilmadi
",0
"sotib olmagan kitobni sotib olmadim, muzlatilgan ranglar kitobini sotib oldim va hech narsa bo'lmaydi. bundan tashqari, faqatgina bitta sahifa rangga ega bo'lishi mumkin. qanday qilib qaytarib olish mumkin
",0
"uni nafratlantirmoq, nafratlanaman, hatto kirolmayman, u chiqib ketadi, keyin qayta urinadi. yordam bering
",0
yaxshi dastur,1
"cheatslar men faqat 2 dollarni nayranglar bilan o'tkazdim va hech kimni qabul qilmadim ... odamlarni aldovlaridan aldash ishni qilish uchun hech qanday yo'l emas.
",0
Nega o'zbek bolib turib boshqa tilda yozasanlar,0
"uni yaxshi ko'raman ... lekin men o'yinni yaxshi ko'raman, ammo afsuski, so'z g'ildirak to'xtaganini va u barchani birgalikda yopib qo'yishini aytmoqda. iltimos, buni hal qiling.
",0
"men umuman kutmaganman. rasmlarning o'yin bilan aloqasi yo'q edi, va barchangiz chinakam ranglar qo'shgan edingiz. u erda hamma narsa deyarli qulflangan. uni o'rnatish uchun men taklif qilmayman.
",0
"mening o'g'lim bu shouni va ilovani sevadi. android-ning yangi versiyasini kutib bo'lmaydi
",1
"qizi yig'lab yubormaydi, va u bu o'yinni yaxshi ko'rardi
",0
"todler bilan mashg'ul bo'lsin mening 4 yoshli odamim uni sevadi
",1
Ilovaga kammentariya yozib bolmaydi ,0
"Juda ko'p ish uchun tashakkur, shuningdek uni qo'llab-quvvatlayotganingiz uchun katta rahmat.",1
"odamlar bu ishni rad qilmoqdalar men yo'q qilmayman men pastga tusholmayman, shuning uchun galereya qilaman va u ishlamoqchi sowy typo
",1
"ularni yaxshi ko'rish va undan ko'proq narsalarni xohlash
",1
"zo'r o'yin miya uchun mo''jiza yaratadi. yaxshi ishlab chiqilgan. hech qanday glitches, tajovuzkor reklamalar va h.k.
",1
"o'sib borayotgan bo'lim ochilmaydi agar men kulgili narsalarni sotib ololmasam, bu ilova qanday yaxshi narsadir
",0
Bir tiyinga arzimaydi,0
Ushbu ilova juda qulay,1
"bugs juda ko'p xatolar yuklab olish va muammolarni yangilash muammolarni berish server muammolari agar juda ko'p xato bo'lsa plz ishlaydi yoki ishlayotgan bo'lsa, yaxshi dasturni tartibga soladi. ilova hali ham yomon emas.
",0
"katta ko'ngilocharlik juda zerikarli, lekin oson rejimda o'ynayapman. bu siz qiziqarli o'rganish. albatta, yaxshi o'ynaydi va yaxshi bo'ladi
",1
"qanday qilib aynan shu pulni ishlatishni nazarda tutayapsiz? u aytadiki, u bilan kontentning qulfini ochish kerak, lekin bu ilovada qanday qilib bajarish kerakligi haqida ko'rsatma yo'q.
",0
"nevership invention untitled
",0
hechqachon ishlatmasdim,0
Foydasiz.,0
"note3 juda yaxshi
",1
"bu juda qiziqarli
",1
"zo'r, qiziqarli va qo'shadi. yarim soat safarim 5 minut kabi ko'rinadi. addictive. va, albatta, oson emas, bir marta u 8x8 uchun thru olish.
",1
ahmoqona ishlangan dastur,0
"eng yaxshi o'yin har doim boshqa odamlar nusxa ko'chirish mushukchaning og'zaki suyukligi yaxshi ko'radi, ehtimol ehtimol, eng yaxshi o'yinni eng yaxshi o'yinni yaxshi ko'raman
",1
Narmali,1
ilova qotib ishlaydi ekan,0
"men ishlamayapman 3-sonli eskizni ishlatib, bu o'yinni o'z pulim bilan sotib oldim va hatto ocholmadim. bu pulni qaytarib olishni yoki hech bo'lmaganda bitta narsani o'ynashni xohlayman. u hatto bir yulduzga munosib emas
",0
Mamnunmiz,1
"yaxshi o'yin sizning zerikkaningiz uchun yaxshi.
",1
"bu o'yin juda yaxshi
",1
"im ishlamayotganida ishlamayapti
",0
"o'yinlaringizni yaxshi ko'raman bu go'zlar uchun eng yaxshi o'yinlardan iboratdir. ularning boshqarish bo'yicha boshqarish bo'yicha tashqariga qo'yiladi. men maslamatxonaga borish uchun ajoyib yo'l bordir
",1
"bu ajoyib o'yin, biroq 100 ta reklamalarni olib tashlashim kerak bo'lgan nuqtaga olib tashlandi. sizga reklama kerak, ammo 30 soniyali videoni tomosha qilishim kerak, chunki menga boshqalarning dasturini yuklab olish uchun meni jalb qilishga urinish - o'z mahsulotingizni mahv etishning ishonchli yo'li
",0
Faqat yaxshi ishlamayabdi qotib qolyabdi,0
"uning juda kulgililigi qiziqarli, lekin ular aytadiki, bizning o'yinimizni baholang va unga tegishli bo'lgan pullarni kim xohlasa bepul 200 ta pul olib keling.
",1
Jongategdi.,0
"zo'r o'yin ... ko'p o'tmay, qanday qilib yoqadi, lekin men bu o'yinni o'ynashni juda ko'p vaqtni o'ldiradi. men boshqa gta sotib olishni rejalashtiraman. mening psp telefonimda ajoyib ishlaydi.
",1
JUDA YAXSHI,1
"yay, ayniqsa, reklama yo'q, ayniqsa, bugungi kundan buyon uyda o'ynashni yaxshi ko'raman
",1
"yaxshi. yangilanish o'rnatilganiga qadar muammo ochildi. ushbu dastur uchun chindan ham yordam berganingiz uchun rahmat.
",1
"buning uchun to'lanadigan pul glitch uchun lite versiyasi bor edi va u skip va muzlatib, shuning uchun umid qilamanki glitch emas, balki hali ham 2 dollar to'langan. shunga qaramay yangi android 4.4 telefonini tuzating.
",0
"yaxshi bo'lishi mumkinmi? pokemonni ko'k yoki qizil rangli aloqa bilan ulashish mumkinmi? bu katta muammodir, chunki men bu dasturga ega bo'lgan yagona sababdir .... hozir uning isrofchiligi juda mamnundir, men bu dasturdan qanchalik qayg'uli va qayg'uli
",0
"ishlamaydi. mening telefonimni doimo muzlatib qo'ygan o'yinni ahmoqona arzonga aylantirish. yamoqchi zo'ravonlik pop-up qo'shimlari ham o'yinni o'ynashga yaramaydi.
",0
"u nafratlanar edi, uning ohk bt verrrry shkafi cheklangan doirasi ..... shunchaki shunchaki o'rnatish uchun ketadi .... va hech narsa rasmlarda ko'rsatilganidek o'xshash ko'rinadi ..... faqat 4 tur soch shakli .... 4 ta liboslar ...
",0
"men o'yinni 25 ming marta ko'rganimdan keyin o'yinni tomosha qila olaman va bundan keyin ham bir xil o'yinni o'ynatib, ko'proq sarguzashtlardan qutulish kerak
",0
"yaxshi, lekin u mandi uyining yangi kavşağını va ito yangi stantsiyasini ko'rsatmaydi. plz bularni tuzatadi va boshqalarni ham nazorat qiladi ...
",0
"sevimli evropa ittifoqi o'yini.
",1
"eng yaxshi o'yin. yapon tilidagi bir qo'shiq bormi, men uni xohlayapman
",1
"ishlamaydi ma'lumotlar uzatish mumkin emas
",0
"d devorini ochib bo'lmadi, deyish noto'g'ri narsalar noto'g'ri ketdi to'liq tarmoq bo'lganda u ishlamayapti
",0
"android telefon ilovasidan yaxshiroq ishlaydi.
",1
"kambag'al grafikalar bu juda sekin katta ogame
",0
"katta oyu u ajoyib wi-fi tarmog'iga ega emas, lekin u faqat musiqani o'zgartirishi kerak, deb o'ylayman, chunki u o'ynash vaqtidan ancha zerikarli bo'ladi ""
",1
"fantastic works great bu haqda hech narsa buggin
",1
"beast men va bu kabi mansab rejimi kabi yaxshi ragbi o'yinini kutmoqdaman, yana nima so'rasam bo'ladi. biroq, kamroq elementlardan foydalaning
",1
"odamlar ularga minecraftni shunga o'xshash qilishlarini aytib berishni to'xtatadilar, agar siz ularni minecraft sotib olishni istasangiz, lekin baribir u ajoyib o'yin besh yulduz
",1
"note2 thx oddiy brauzerga kirishdan ko'ra ancha osonroq
",1
"qo'shishqoq omil allaqachon allaqachon o'ynab, o'yinni to'xtata olmagan. hilfeeeee
",1
"hech narsa olmaysiz ... shuning uchun hech narsa qilolmaysiz. hech narsa topa olmaydi ... shuning uchun har qanday kodni unutishni unutmang
",0
"men buni yaxshi ko'raman
",1
"tom mening kayfiyatimdagi so'zlarimni takrorlayotganda, tomni tashqariga urgan do'stim. va u 5 yulduzni aylanib chiqadi
",1
"kitob sinovi juda foydali
",1
"plansamda ishlamayapti joriy kodni kiritishni davom ettiraveradi. iltimos, keyinroq qayta urinib ko'ring. telefonimdagi ishlarni yaxshi bajaradi. smart varaq 4 sim karta ishlaydi
",0
"love love love ushbu o'yin juda yaxshi
",1
"samsung yadroda qo'llab-quvvatlamaydi 1 samsung core nd dan tango dasturidan foydalanishga harakat qilaman, lekin afsuski, uning tanlov variantini tango ko'rsatmasdan hech qanday joyda ko'rsatilmaydi yoki emas, balki do'stlar va taklifni plz yordam berish uchun menga yordam berish
",0
"axlatning d damlari gr8, lekin plz yo'qolgan bo'yanishni tuzatadi va men 5 yulduzni beraman
",0
"yaxshi, men uni juda yaxshi foydalantiraman. lolipop 5.1.1 dan foydalanish juda tez.
",1
Ko'p xususiyatlarga ega bo'lgan juda foydali dastur,1
"ushbu ilova faqat buzilgan. hech narsa yuklamaydi va tarmoq xatosini har doim ko'rsatadi. moto g dan foydalanaman. ushbu ilova yaxshi bo'lganda ishlatilmagan kunlar.
",1
"u ishlagan paytda ajoyib edi. otuz daqiqadan so'ng qayta ishlamadi.
",0
"jase bu ajoyib
",1
"o'g'lim bu o'yinni juda yaxshi ko'radi ... men buni o'rganishim mumkin ...
",1
"zo'r, oddiy va intuitiv foydalanuvchi interfeysi ux interfeysi ishlab chiqilgan usul bilan ishlab chiqilgan.
",1
"eng yaxshi spades onlayn
",1
"yaxshi o'yin edi undone soldier yangilanadi. men sizga 5 yulduzni beraman
",0
Ajoyib. Bu kerak!,1
"katta o'yin ajoyib va ​​juda qiyin o'yin.
",1
"sizga muntazam ravishda ilovani baholash talab etiladi. tanlash mumkin emas. so'rov, agar baholangan bo'lsa, ham keladi.
",0
"bepul bo'lishi kerak ... umidsizlik his qilish erkin bo'lishi kerak
",0
"nihoyat sizdan bir yil avvalgi o'yinni qilishni so'radim va siz allaqachon bu haqda o'ylayotganingizni aytdingiz ... va shu bilan birga, u yo'qolgan ko'plab uyqu va samaradorlikni kutmoqdasiz.
",1
"turli xil qurilmalarda ko'p o'yinchi kerak apple do'konidagi ushbu ilova siz telefonni o'ynatadigan multiplayer funktsiyasiga ega. juda qiyin bo'la olmayman. 5 marta yulduzni yorib yuborganingizdan keyin
",0
"judayam yahshi
",1
Tarjima qilishda foydalaniladigan dasturlar juda aniqlikda tarjima qilmaydi;,0
"kid yaxshi ko'raman bu shifokor narsalar orqali qobiliyatni o'rgandi. mening sevimli tish shifokori. men hozir o'ynashyapman va 29 ta kulgili o'yin
",1
"katta ... agar u har safar yo'qotishni istasa
",0
"pul quduqlari. boshqalar kabi bu o'yin yaxshi boshlanadi, keyin esa devga pul topish haqida hamma narsa qo'shiladi. u narx elementlari uchun bu erda juda ko'p narsalarni olib tashlang. mahsulot bahosini tushirish, uni to'g'ridan-to'g'ri pul sarflashga to'g'ri keladi.
",0
Insofsiz ilova ekan,0
"uning 2-sonli kuni va dam olish xizmati hali ham qaytib kelmaydi, shuning uchun bu o'yinni qaytadan boshlamasligim abadiy meni oldi ..... agar u tezda aniqlanmasa, buni yaxshi deb bilaman
",0
Bu yaxshi-ku,1
"juda yoqib yuboruvchi reklamalar sahifani va o'zgacha fikrlarni qamrab oladi
",0
"xonalarda ovoz berish baytlari nyu-hendrix o'z ishlarini yoki o'z tv-dasturlarini bepul olishni davom ettiradi, agar siz tv sfh bo'lsa, u faqatgina bizning telekanalimiz judd sri tyga ega.
",0
"so'nggi paytlarda buzilib ketgan. xuddi shu planshet, hech qanday o'zgarish yo'q. endi g'aroyib wifi belgisi ko'rsatilgandan keyin qulab tushadi, 1 barli wifi ikonkasi to'liq ko'k rangli belgiga ishora qiluvchi o'q bilan
",0
Ajoyib...,1
"muammoni yuklab olish. qo'shimcha kontentni yuklashni so'rash, ammo keyin 90 yoki undan keyin yuklab olish to'xtatiladi va qayta boshlanadi. hech narsa ishlamayapti. asus zenfone 4 da ishlamayapti.
",0
"mamnun bo'lgan foydalanuvchidan faqat uch marta samarali
",1
"uning eng yaxshi maslahatchisi
",1
"eng yomon o'yin uning eng yomon o'yinlari hech qanday rasmga tushmagan rasmlar va hech qanday muammo datning eng yomon o'yinidir. ammo o'yin ajoyib grafikalarga ega,
",0
"uni pastga tushirmang u zerikarli o'yin va ekran juda kam, siz nima qilayotganingizni ham ko'ra olmaysiz.
",0
"bu juda katta narsa, u aytgan narsalar, ular ustida xotira yo'q telefonlar uchun juda katta. 377mb juda ko'p va mening telefonimni yuklab olishmaydi, shuning uchun men 7 dollarni sarfladim.
",0
"to'g'ri ishlamaydi o'ng o'ynatgich o'ynab turgan joyga yopishib qoladi va ozod qilmaguniga qadar siz uni tegib turishingiz kerak, chapga esa ba'zan bu ishni qilsalar ham, ular 5 karra ishlaydi o'ng
",0
"Yoqdi. Boshqalar haqida bilmayman, ammo taksiga kerak bo'lganda, ushbu ilovada har doim 5 minutdan keyin bo'ladi",1
"menga shohga biror joyga borishimni aytayotgan edim, lekin bu o'yinni dahshatli deb bo'lmaydi, men buni hech kimga tavsiya qilmayman
",0
"men seni xudoyimdagidek sevaman
",0
"sevgi bu o'yinni yaxshi ko'raman, lekin siz pul topish va sizning jamoangiz uchun futbolchilarni sotib olishingiz uchun shunday qilishni xohlaysiz, shuning uchun ko'proq qiziqarli
",1
"o'yinni yaxshi ko'rganman
",1
"ushbu ilovani yaxshi ko'raman bu o'yin - bu sizning miyangizdan foydalanishga majbur qilgan o'yin.
",1
"ikki marta pul ishlamasa, bu bepul versiyadan yaxshiroq ishlaydi, deb o'ylayman, lekin men ikki marta ayb qo'ygandim, hatto u ham boshlanmaydi. hech qanday javobsiz xabarlarni yubordim.
",0
"biz har qanday savolga javob beradigan booteoing o'yinini ko'rishimiz kerak. bu o'yinni ishlab chiqaruvchisi emas, balki qasrlarni ko'rmoqchi bo'lgan har bir o'yinda uning miyasi halokatga duchor bo'lgandir ... biz youtube hehehehehehehe ...
",0
Olloh rozi bolsin,1
"zerikarli zerikish muammosi ... grrrrrrr gtlt
",0
"crap ajablanib qo'shiqlari buzilgandan keyin qayta facebook orqali kirishimga yo'l qo'ymayman, lekin mening 10 ta o'yinim fb bilan tizimga kirmaydi. chappy songpop odatdagidek bugged
",0
"stock lollipop nexus 7 2013 ishlamaydi. hech ochilmaydi, yangilanish kerak.
",0
"zo'r lg nexus 5 d821
",1
"bu narsa hech narsa o'rgatmaydi bu o'yinda salohiyat bor edi, lekin u yaxshi emas. vazifalar tarbiyaviy ahamiyatga ega emas
",0
"ilovani ochishga harakat qilganda doimo tushib qolaman, o'ynagan har bir turdan keyin tushadi.
",0
"juda yaxshi...
",1
"yaxshi fikr, gui men bu dasturdan voz kechdim va taskerda o'zim yozganman. ehtimol, kelajakda yana bir bor ko'zdan kechirishga harakat qilaman, agar biron-bir ofat xatolari va etishmayotgan funktsiyalari aniqlangan bo'lsa.
",0
"xperia ion hspa mening pulimdagi chiqindilar ... faqat intro videoklipni ochib, keyin telefonimni qayta ishga tushirishim mumkin. ikkinchisida uni sinab ko'ring.
",0
"o'yin o'ynay olmaydi qizim bu o'yinni o'ynay olmaydi. u uni yuklab qo'ydi va keyin u qayta-qayta sinab ko'rdi
",0
"shunday bo'lsa-da, eng yaxshi va yagona.
",1
"derf love yathzee, zo'r ilova, lekin sizga harakatlarni qaytarish uchun ko'proq vaqt kerak. ko'p marta men tasodifan kartadagi noto'g'ri uyaga urilib, mening xatti-harakatlarimni bekor qilish uchun etarli vaqtni bermaydi. yaxshi roll
",1
"o'yinchilar juda sekin. sekin o'yinchilar deyarli 20 daqiqani tashkil etadigan deyarli 90 soniyani tashkil etadigan o'yinni xarobaga aylantirdilar. men buning uchun pul to'lashni xohlayotgan tez rejimga ega bo'lishlarini xohlardim, ammo o'yinni diqqat bilan kuzatib yurmaydigan odamlar butunlay vayron qilishdi
",0
"mustafo ilova yangilanishdan keyin ham dahshatli, lekin oxirgi biri ham zo'r edi uni saqlang men uni deyarli har kuni o'ynab, uni o'ynashni to'xtata olmayman
",1
Daryo tashabbuskorlari va jonkuyarlariga mahalliy va xorijiy yangiliklarni uzluksiz e'lon qilib borishayotganliklariga rahmat,1
"juda oz darajada to'langan va 3 soat ichida tugatilgan
",0
"uni yaxshi ko'raman, lekin aidan nafratlanaman 5-yulduzni osongina bergan bo'lar edim, lekin bu ilova uchun aini tuzatish uchun. bu dahshatli. o'yinning asosiy qismlarida raqibga qulay bo'lgan domino beriladi. juda zerikarli
",0
"so so'z fun omg bu o'yin men uchun ajoyib kun edi va men juda kulgili bo'ldim bu juda kichik, ammo bu juda oson. men hech qachon minecraftni tushuna olmadim, shuning uchun juda ham oson!
",1
"ishlamaydi baland ekrandan so'ng yuklamasdan qaytara olmaydi ...
",0
"qanchadan-qancha ko'proq frm-ni tanlash kerak
",1
"chiqib ketish vaqtlari qo'rquvli o'yin tajribasi
",0
"juda dahshatli ushbu o'yin juda kulgili
",1
"reklamalar achchiq reklamalar mening o'yinimni buzishimga yordam beradi, shuning uchun men 21dan yuqori bo'la olmayman
",0
"ajablanarlisi, men bu o'yinni yaxshi ko'raman, men uni hech qachon yo'q qilmayman, agar u pulni sotib olish uchun pul topsam, unda o'ynang va o'yinni zo'r matematik o'yinlarda o'ynang
",1
"stupid siz qaerga otganingizni yoki sizning bolalaringizning qaysi yo'llarini tanlaganini aniqlay olmadingizmi va hech qanday tezlikda portlash yoki mudofaani to'xtatish uchun sakrash
",0
"ajablanarlisi, yoshligimdan beri solitare o'ynashni juda yaxshi ko'raman ... bularning hammasi men bu o'yinni o'ynashga odatlangan kunlar edi
",1
"menga sizga pul berdim
",0
"katta ishim mening yagona muammoim - mahalliy suhbatda qanday suhbat qilishni aniqlay olmayman.
",1
"bir falokat sinovi qo'g'irchoqlaridan ko'proq qulaydi ushbu ilova asosan yaroqsiz. men aloqam yaxshi ekanini yaxshi bilganimda aloqam yo'qligini aytadi.
",0
"man up to'g'ri o'yin, kuch g'ildiraklari va ko'p otlar. vaqt 2 kishi
",1
"qo'rqinchli shish bu ilovani yaxshi ko'raman. tasodifiy tarzda o'rnatilgandan so'ng, bu juda ajoyib ekanini bilib olasiz. d
",1
"nima bo'ldi bu noto'g'ri, bu o'yinda sizning douche, chunki men sizni namoyish qilishni istaganimda, deding. kechirasiz, bu shouni to'ldirish uchun etarli emas. dikiga g'azablandim.
",0
"sevgi bu juda ajablanarli.
",0
"buggy
",0
" bolalar menda kuchli wi-fi ulanishiga ega, ammo aloqani uzmasligini aytmoqda. men nima qilishimni bilmayman va men ushbu o'yinni o'ynashni xohlayman.
",0
"men sizni sevaman, lekin bu ilovani mening android planshetida ocholmayman .... pulimni behuda sarosimaga o'xshaydi
",0
"katta o'yin 2-suddagi to'r g'oyib bo'ldi va mp olish uchun ko'proq yo'llarga muhtoj
",0
"super. muntazam yangilashlar bilan juda faol dev. yaxshi pul sarfladi p
",1
"amazing nol nuqsonlari. ... ushbu ilovani yaxshi ko'raman
",1
"har doim bo'lgani kabi, toca boka ilovalari umuman ajoyib va ​​u ham yaxshi amalga oshiriladi. u kulgili, kulgili, ammo bundan ham muhimi, bolalar uchun oson. o'qishni talab qilmaydi va reklamalar yoki xaridlarni sotib olishni yoqtirmaydi.
",1
"o'yin og'ir bo'ldi
",1
"men uni yaxshi ko'raman va men 3 yoshli birodarimga qarindoshimni hech qachon bu erdan olib keta olmayman va men uni o'ynashni yaxshi ko'raman. men buni, albatta, tavsiya qilaman
",1
"uni yaxshi ko'rishingiz juda ajoyib va ​​qiziqarli ko'rinishga ega.
",1
"crash ilova ro'yxatni tozalashga harakat qilganda har safar cho'kadi. lolipop 5.1.1
",0
"ishlamaydi
",0
"suck juda nima uchun msg olish sizning belgilaringizdan hech qanday qidirish .... hatto ths shu qadar uzoq vaqtdan beri ...... hali mening muammom hal qilindi ...
",0
gap yo. lekin reklamani yoqotilaa iltimos,1
"crashy har bir darajadan keyin qulaydi. hisobotni yuborib bo'lmadi yoki o'qni bosing. har safar telefonni qayta yoqing. o'yinning o'zi yaxshi
",0
"paypal2 ushbu o'yindan uzoq turish tavsiya etiladi. buning o'rniga klanlarning to'qnashuvini o'ynash, bu o'yin juda katta vaqtni sarflashdir.
",0
"men uni yaxshi ko'raman ... bu ajoyib ...
",1
"yoy xudoga shukur, ular asl san'at uslubiga qaytdi. yay uning dahshatli o'yini. ammo, bu rasmni 3d formatini o'zgartirishga urinib ko'rsangiz, frack qandaydir yarim g'isht degan fikrda edi.
",1
"men bu o'yinni bepul to'plam bilan yutib oldim, lekin o'yinni yuklab olishimdan beri men uni ""marmelad"" xatosi tufayli ocholmadim. iltimos, bu o'yinni tartibga soling, chunki men hech qachon o'yinni o'ynata olmadim.
",0
"s4 ishlaydigan lolipop ustida ishlamaydi ishga yaroqli, men 4 yoshli boshqa uy hayvonlarini uyg'otish uchun cho'ntagidan pulni saqlab qoldim. telefonim yangilandi va endi ilovalar umuman ishlamaydi. iltimos, tuzatish.
",0
"stupid qo'shimcha qo'shimcha qo'shimcha qo'shimcha 5 yildagi 4 yo'q bilan boshqa ularning ogohlantining ogohlantirishi ... ularning u uchun maslahat va muhim o'tkaziladigan uchun uchun uchun uchun o'z uchun u har qachon uchun
",0
"juda yaxshi ot yarmi reklamangizni issiq qizlar sizning kichkina o'yinlardan bahramand bo'lib, o'rganishingiz bilan siz shuningdek, issiq bolalarni tekshirish uchun vaqt topasiz. bu juda past
",0
"bad horrible
",0
"o'rnatish oddiy emas edi. vaqtimni yo'qotishdan ko'ra vaziydim
",0
"taha buhat maza, xay yoki o'yin kaltasida
",1
Zo'r Admin kottakon rahmat sizga,1
Ilovada texnik tamionot yoq ekan ,0
"yaxshi narsalar .. faqat bir nechta tanlay olmaysiz va bluetooth orqali yuborishingiz mumkin .. har qanday taklif
",1
"o'yinni yuklab olish va o'rnatishni tugatgandan so'ng resurslarni topa olmaydi, echki simulyatori kontentini yuklab oluvchi sehrgarni ko'rsatib turibdi, manbalarni yuklab olishning iloji yo'q, chunki tarkibni yuklab bo'lmaydi. iltimos yordam bering.
",0
Oxirgi versiya mening so'nggi versiyam uchun narxim yaxshiroq edi !! -),1
"hechqisi yo'q, faqat kulgili. o'yin sodda, hech qanday farasingiz va ajoyib vaqt o'tkazuvchisi.
",1
"yarim yil davomida lollypopda ishlamaydi
",0
"qanchadan-qancha grafika ajoyib va ​​u haqiqiy hayotda hiyla-nayrang qilishni o'rgatadi
",1
Pul so'raydi.,0
"vaqt va pulni yo'qotish, menga hech qachon gulxanlarga to'g'ri chegirmalarni bermagan. mening vip darajamni o'z-o'zidan kamaytirdi. yaxshi kontseptsiyani qabul qilish va uni buzish.
",0
"samsung s5 hozircha ajoyib ko'rinadi. uyda to'g'ri balandlikka juda yaqin. yo'lda foydalanish uchun kutib turolmaysiz. mening qurilmam barometrik sensorga ega, shuning uchun men eng yaqin aeroportdan olingan ma'lumotlarga ega bo'lmaguncha kalibrlanolmaysan. hech kimga javob bering
",1
"2.0 qachon chiqadi 2.0 qachon paydo bo'ladi qachon men bir oz kutib turdim. shuning uchun robtop uni tez orada ozod qiling.
",1
"hatto htc one m8-da ochilmasligi mumkin.
",0
really useful Ilova,1
"men uni sotib oldim, ammo hali ham bepul versiyam bor. men titanium iz veb-saytida ko'rsatmalarga amal qildim va ular ishlamadi. google play do'konini qaytarib olish uchun juda kech. hech narsa uchun pul to'lamadim.
",0
